Igbo,English
Lawal: Ọgụ Zambia dị mkpa karịa ọdịda Super Eagles na ọkwa FIFA,Lawal: Zambia Clash More Important Than Super Eagles’ Drop In FIFA Rankings
FIFA nyere ndị otu egwuregwu South Africa kacha elu Zambia,Zambia Ranked Top Southern African Team By FIFA
"Leicester Boss Shakespeare: Iheanacho zuru oke, tọọ ihu Huddersfield","Leicester Boss Shakespeare: Iheanacho Fully Fit, Set To Face Huddersfield"
Ronaldo: Real Madrid chọrọ aha Champions League nke atọ n'usoro,Ronaldo: Real Madrid Want Third Champions League Title In A Row
Pogba na-enwe mmetụta dị mma na foto Instagram n'agbanyeghị echere mmerụ ahụ izu isii,Pogba Feeling Positive In Instagram Picture Despite Estimated Six Weeks Injury Lay-off
"Sodje: Balogun, Ekong Mkpa asọmpi na Super Eagles Defence","Sodje: Balogun, Ekong Need Competition In Super Eagles Defence"
"Super Eagles, Cameroon dara na ọkwa FIFA; Zambia bilie","Super Eagles, Cameroon Drop In FIFA Rankings; Zambia Rise"
"Ndị na-eche nche obodo Bristol, onye nkuzi na-akwado Ikeme n'agha Leukemia","Bristol City Goalkeepers, Coach Support Ikeme In Leukemia Battle"
"Njikọ Njikọ: Guardiola nwere obi ụtọ na ""Mmalite dị ukwuu"" Man City, na-eto nkume","Champions League: Guardiola Happy With Man City’s “Great Start”, Praises Stones"
"Njikọ Njikọ: Ronaldo, Kane Score Dị ka Madrid, Spurs, Mmeri Obodo; Sevilla jigidere Liverpool","Champions League: Ronaldo, Kane Score As Madrid, Spurs, City Win; Sevilla Hold Liverpool"
Giroud: Ihe kpatara m ji kpebie ịnọ na Arsenal mgbe Lacazette bịanyere aka na ya,Giroud: Why I Decided To Stay At Arsenal After Lacazette Was Signed
Obi tọrọ Iwobi ụtọ ka Arsenal chere Cologne ihu na Europa League,Iwobi Excited As Arsenal Face Cologne In Europa League
"Wenger lekwasịrị anya iko Europa League; Zuru ike Ozil, Ramsey Vs Cologne","Wenger Targets Europa League Trophy; Rests Ozil, Ramsey Vs Cologne"
UEFA boro Basel ebubo maka nsogbu igwe mmadụ n'oge ọgụ Man United,UEFA Charge Basel Over Crowd Trouble During Man United Clash
"Ikhana Ka anyi si na Super Eagles merie Cameroon, gbado anya na Zambia","Ikhana: Let’s Move On From Super Eagles’ Cameroon Win, Focus On Zambia"
Ebi kwadoro Falconets iji merie Tanzania n'asọmpi Iko Mbaụwa nke ụmụ nwanyị U-20,Ebi Backs Falconets To Beat Tanzania In U-20 Women’s World Cup Qualifier
UEFA boro ndị Celtic ebubo mwakpo ndị Fans wakporo PSG Star Mbappe,UEFA Charge Celtic Over Fan Attack On PSG Star Mbappe
Iniesta 'nwere ezigbo mma' mgbe Barcelona meriri Juventus Champions League,Iniesta ‘Feels Good’ After Barcelona’s Champions League Win Over Juventus
"Mourinho: klọb Bekee adịghị n'otu ọkwa na Real Madrid, Barca, Bayern, Juventus","Mourinho: English Clubs Not On Same Level With Real Madrid, Barca, Bayern, Juventus"
U-20 Women's W/Cup Qualifier: Tanzania bịarutere Tọzdee maka esemokwu Falconets,U-20 Women’s W/Cup Qualifier: Tanzania Arrive Thursday For Falconets Clash
Dele Alli na-esote n'ahịrị iji mebie ụgwọ mbufe Neymar €222m - Ọkachamara Ego,Dele Alli Next In Line To Break Neymar’s €222m Transfer Fee – Finance Expert
"Juventus agọnarị ịnata onyinye Dybala sitere na Barca, kwusie ike na onye ọkpụkpọ ọ bụghị maka ire ere","Juventus Deny Receiving Dybala Bid From Barca, Insist Player Not For Sale"
"Neymar na-ekwu maka mmekorita Mbappe PSG, na-ekwusi ike na onye ọkpọ France ka nwere ike ịka mma","Neymar Talks Up Mbappe PSG Partnership, Insists French Striker Can Still Get Better"
Ihe kpatara Obafemi Martins' Shensua Coach steeti kpatara na ọ gaghị ahọrọ 'Ekwesighi' Tevez,Obafemi Martins’ Shensua Coach States Reasons Why He Won’t Pick ‘Unfit’ Tevez
Onye nkuzi Chelsea Conte kwadoro Azpilicueta dịka otu n'ime ndị egwuregwu kacha mma n'ụwa,Chelsea Coach Conte Rates Azpilicueta As One Of The World’s Best Players
Iwu Mourinho merụrụ Pogba ahụ na Man United Vs Everton,Mourinho Rules Injured Pogba Out Of Man United Vs Everton
UCL: Conte na-enweta 'ọtụtụ ihe ọma' na mmeri Chelsea Vs Qarabag,UCL: Conte Savours ‘Lots Of Goodies’ In Chelsea’s Win Vs Qarabag
Rohr kpara nkata egwuregwu Super Eagles na vidiyo Zambia,Rohr Plots Super Eagles’ Game Plan With Zambia Videos
"Njikọ Njikọ: Moses Benched Na Chelsea Rout; Messi, Lukaku, Neymar Akara; Onyekuru Debuts","Champions League: Moses Benched In Chelsea Rout; Messi, Lukaku, Neymar Score; Onyekuru Debuts"
Manchester United ga-awụsa ọsụsọ na mmerụ ahụ Pogba merụrụ,Manchester United To Sweat On Pogba’s Hamstring Injury
Obinna Nsofor sonyere Benni McCarthy's Cape Town City,Obinna Nsofor Joins Benni McCarthy’s Cape Town City
CIV Edge Togo na ntaramahụhụ iji rute ọkwa otu WAFU Cup,CIV Edge Togo On Penalties To Reach WAFU Cup Group Stage
"Nigeria Vs Ghana, Amụma Iko WAFU ndị ọzọ edoziri","Nigeria Vs Ghana, Other WAFU Cup Fixtures Adjusted"
FA kwadoro nkwusioru egwuregwu atọ Liverpool Star Mane ,FA Uphold Liverpool Star Mane’s Three-Match Suspension 
Onye isi FA Zambia Kamanga: Chipolopolo nwere ike ịwụ Super Eagles na Uyo,Zambia FA Boss Kamanga: Chipolopolo Can Shock Super Eagles In Uyo
"Ezenwa chọsiri ike iji iko WAFU kwalite ọrụ Super Eagles, ọrụ klọb","Ezenwa Eager To Use WAFU Cup To Improve Super Eagles Role, Club Career"
Yusuf na-akpakọrịta Naịjirịa na Ghana mgba n'asọmpi WAFU Cup,"Yusuf Talks Up Nigeria, Ghana Rivalry Ahead Of WAFU Cup Clash"
Lampard kwadoro Morata 'Onye ọkpọ zuru oke' ka ọ na-enwu na Champions League,Lampard Backs ‘Complete Striker’ Morata To Shine In Champions League
"Conte: Chelsea adịbeghị njikere maka Madrid, Bayern na Juventus","Conte: Chelsea Not Ready For Madrid, Bayern and Juventus Yet"
"Champions League: Moses, Emenike Seek 5th Starts As Samuel, Onyekuru Eye Debuts","Champions League: Moses, Emenike Seek 5th Starts As Samuel, Onyekuru Eye Debuts"
Nwosu: Ugo kwesiri iji otu agwa buso Zambia buso Cameroon,Nwosu: Eagles Should Confront Zambia With Same Character They Beat Cameroon
Iko WAFU: Okoro Upbeat Home Eagles ga-echite Ghana na otu A Opener,WAFU Cup: Okoro ‎Upbeat Home Eagles Will Edge Ghana In Group A Opener
South Africa nakweere mkpebi FIFA ka ha megharịa asọmpi iko mba ụwa na Senegal,South Africa Accept FIFA Verdict To Replay World Cup Qualifier Vs Senegal
Onye nkuzi Basel masịrị ndị otu Manchester United 'zuru oke' nke Mourinho,Basel Coach Impressed By Mourinho’s ‘Perfect’ Manchester United Team
Bale: Enwere m ike ime mmemme ma ọ bụrụ na m meriri Tottenham,Bale: I May Celebrate If I Score Against Tottenham
"PL 2: Leicester City U-23s Coach Hails Iheanacho, Ndị ọzọ maka West Ham mmeri","PL 2: Leicester City U-23s Coach Hails Iheanacho, Others For West Ham Win"
Iheanacho meriri na Leicester U-23s meriri West Ham,Iheanacho Scores In Leicester U-23s Win Over West Ham
Iko WAFU: Ezenwa họpụtara Kachasị Egwuregwu Super Eagles meriri na Sierra Leone,WAFU Cup: Ezenwa Voted Best Player In Super Eagles Win Vs Sierra Leone
"Iko WAFU: Okoro, Peter Fire Nigeria gara aga S/Leone n'ime otu ọkwa","WAFU Cup: Okoro, Peter Fire Nigeria Past S/Leone Into Group Stages"
"Iko WAFU: Mali dị mfe gara aga Mauritania, Nigeria edobere maka Sierra Leone","WAFU Cup: Mali Ease Past Mauritania, Nigeria Set For Sierra Leone"
"Mourinho Na ohere Man United Champions League, Lindelof mpụta mbụ, Fellaini","Mourinho On Man United Champions League Chances, Lindelof Debut, Fellaini"
"Conte Ime Mgbanwe Maka Nsogbu Njikọ Njikọ ""Tricky"" Vs Qarabag",Conte To Make Changes For “Tricky” Champions League Clash Vs Qarabag
Moses chọsiri ike maka asọmpi Champions League nke Chelsea vs Qarabag,Moses Eager For Chelsea’s Champions League Clash Vs Qarabag
Akụkọ: Crystal Palace Sack De Boer; Line Up Hodgson dị ka nnọchi,Report: Crystal Palace Sack De Boer; Line Up Hodgson As Replacement
"RMD na-ewute maka enweghị Arsenal, ndụmọdụ Madrid iji jide aha Champions League","RMD Sad Over Arsenal Absence, Tips Madrid To Retain Champions League Title"
"Mark Hughes gbawara ""Lazy"" Mourinho mgbe Stoke kwusịrị nkatọ",Mark Hughes Blasts “Lazy” Mourinho After Stoke Criticism
Hazard: Oge eruola ka Chelsea merie Champions League ọzọ,Hazard: It’s Time For Chelsea To Win The Champions League Again
Ihe kpatara Harry Kane ji dị mma karịa Batistuta - Pochettino,Why Harry Kane Can Be Better Than Batistuta – Pochettino
"Zambia ga-ama ụlọikwuu na Spain, Ghana maka ọgụ crunch Super Eagles","Zambia To Camp In Spain, Ghana For Crunch Super Eagles Clash"
"Iko WAFU: Guinea Edge Guinea-Bissau, Cruise n'ime usoro otu","WAFU Cup: Guinea Edge Guinea-Bissau, Cruise Into Group Phase"
"Abraham gbara ọkụ oghere, Sanches na-alụ ọgụ dị ka Newcastle Edge Swansea","Abraham Fires Blanks, Sanches Struggles As Newcastle Edge Swansea"
AC Milan na-ekwu Dortmund gbochiri nlọghachi Aubameyang na Serie A n'oge okpomọkụ gara aga,AC Milan Claim Dortmund Blocked Aubameyang’s Return To Serie A Last Summer
Iko WAFU: Niger Stun Burkina Faso ga-abanye na ọkwa otu,WAFU Cup: Niger Stun Burkina Faso To Advance Into Group Stage
Mourinho kpughere ihe kpatara Matic ji bụrụ otu n'ime ndị egwuregwu kacha mma ọ na-ejikwa,Mourinho Reveals Why Matic’s One Of The Very Best Players He’s Managed
Achọghị Premier League History na-etinye onye njikwa Crystal Palace De Boer's Job n'ihe egwu,Unwanted Premier League History Puts Crystal Palace’s Manager De Boer’s Job In Danger
"Rivers United, Nasarawa Captains Laghachiri Ugo dabere n'ụlọ iji nweta iko WAFU","Rivers United, Nasarawa Captains Back Home-Based Eagles To Win WAFU Cup"
"Moses, Kante, Morata nwetara ọkwa kacha elu na mmeri Chelsea Vs Leicester","Moses, Kante, Morata Get Top Ratings In Chelsea Win Vs Leicester"
Iko WAFU: Onye nchịkwa mba Sierra Leone na-akwado 'ezigbo nkwadebe' iji merie Nigeria,WAFU Cup: Sierra Leone Coach Banks On ‘Good Preparation’ To Beat Nigeria
"NPFL Goal King Okpotu: Njikọ Njikọ Emechara, Iko WAFU na-esote","NPFL Goal King Okpotu: League Mission Completed, WAFU Cup Next"
Chukwu: Zambia Pressure Good For Super Eagles,Chukwu: Zambia Pressure Good For Super Eagles
Arsenal Star Iwobi: weta Chelsea!,Arsenal Star Iwobi: Bring On Chelsea!
Messi nwetara okpu Barca nke 38 na Espanyol Rout,Messi Grabs 38th Barca Hat-trick In Espanyol Rout
Onye isi Stoke City Fletcher na-eme mmemme ịse ụlọ na egwuregwu siri ike' Vs Man United,Stoke City Captain Fletcher Celebrates Home Draw In ‘Difficult Match’ Vs Man United
Mourinho: Man United gbara aka megide Stoke nsonaazụ ziri ezi,Mourinho: Man United Draw Against Stoke A Fair Result
EAGLES kpachara anya: Mba 5 gbabara ohere ntozu iko mba ụwa 'dị n'ezie',EAGLES BEWARE: 5 Countries Who Blew ‘Sure’ World Cup Qualifying Chances
Choupo-Moting Stars nke Cameroon ka Stoke End Man United na-agba ọsọ,Cameroon’s Choupo-Moting Stars As Stoke End Man United Run
"Morata: Chelsea ga-aga n'ihu na-alụ ọgụ, ịga n'elu tebụl","Morata: Chelsea Will Keep Fighting, To Go Atop Table"
"Wenger kelere Arsenal 'arụ ọrụ siri ike' Vs Bournemouth, kwado Sanchez ka ọ masịrị ya","Wenger Hails Arsenal’s ‘Serious Performance’ Vs Bournemouth, Backs Sanchez To Impress"
Kane ruru goolu Tottenham nke 100 na egwuregwu iri na abụọ na-erughị Henry mere Arsenal,Kane reaches 100th Tottenham Goal In 12 Games Less Than Henry Did For Arsenal
"Morata gbara Chelsea ọkụ gara aga Leicester; Moses, Ndidi, Iheanacho In Action, Success Benched","Morata Fires Chelsea Past Leicester; Moses, Ndidi, Iheanacho In Action, Success Benched"
"Guardiola, De Bruyne gbachiteere Mane Liverpool na ihe mberede kaadị uhie","Guardiola, De Bruyne Defend Liverpool’s Mane In Red Card Incident"
Klopp na-ekwughachi maka kaadị Red Mane na mmechuihu Liverpool na Man City,Klopp Remonstrates Over Mane Red Card In Liverpool Humiliation At Man City
Hụ mmeghachi omume Twitter 10 na-atọ ụtọ na Kaadị Uhie Mane,See 10 Hilarious Twitter Reactions To Mane’s Red Card
"Achụpụrụ Mane, Aguero na-eme akụkọ ka Man City meriri Liverpool","Mane Sent Off, Aguero Makes History As Man City Thrash Liverpool"
10-Man Real Madrid wetuo isi ihe LaLiga ọzọ,10-Man Real Madrid Drop LaLiga Points Again
Van Gaal chụpụrụ Man United n'afọ 2016,Van Gaal Blasts Man United Over 2016 Sacking
Onye isi ala Zambia na-enye nkwado Chipolopolo Vs Super Eagles,Zambia President Offers Chipolopolo Support Vs Super Eagles
Ndị otu Mourinho bụ ndị otu Manchester United kacha mma kemgbe Fergie Era - Louis Saha,Mourinho’s Team Is Best Manchester United Team Since Fergie Era – Louis Saha
Mourinho: M na-ahọrọ isi atọ na bọọlụ Tiki-Taka,Mourinho: I Prefer Three Points to Tiki-Taka Football
Iko WAFU: Ugo ụlọ ga-aga Ghana na Sọnde na-enweghị Rohr,WAFU Cup: Home Eagles To Depart For Ghana On Sunday Without Rohr
Onyekuru Mepee Akaụntụ Goals na Brace Na Anderlecht Win,Onyekuru Opens Goals Account With Brace In Anderlecht Win
Moses: Adị m njikere maka asọmpi Wing-Back Chelsea na Zappacosta,Moses: I’m Ready For Chelsea Wing-Back Rivalry With Zappacosta
"Mourinho kwadoro iwu windo mbufe ọhụrụ, katọrọ Pereira ka Hughes na-ekwu okwu siri ike","Mourinho Backs New Transfer Window Rule, Criticises Pereira As Hughes Talks Tough"
MAN CITY v LIVERPOOL: Buru amụma wee nweta ego n'asọmpi egwuregwu zuru oke nke izu ahụ.,MAN CITY v LIVERPOOL: Predict & Win Cash In Complete Sports’ Match Of The Week Competition
"Guardiola: Kompany apụọ na ọgụ Liverpool, Gịnị kpatara City's Sanchez Bid dara","Guardiola: Kompany Out Of Liverpool Clash, Why City’s Sanchez Bid Failed"
Shakespeare na-atụba obi abụọ na iheanacho zuru oke maka ọgụ Chelsea,Shakespeare Casts Doubts On Iheanacho’s Full Fitness For Chelsea Clash
China: dike Super Eagles Ighalo enweghị ike ịzọpụta Changchun na mmeri,China: Super Eagles Hero Ighalo Can’t Save Changchun From Defeat
"Conte Na nloghachi Hazard, Drinkwater, Zappacosta n'ihu Leicester Vs Chelsea","Conte On Hazard Return, Drinkwater, Zappacosta Ahead Of Leicester Vs Chelsea"
"Klopp na-egosi Coutinho nwere ike ịgbaghara Liverpool Vs Man City, na-eto Ox","Klopp Hints Coutinho Could Miss Liverpool Vs Man City, Praises Ox"
"Onye nkuzi Leicester na-atụ egwu Moses, iyi egwu mwakpo Alonso","Leicester Coach Scared Of Moses, Alonso’s Attacking Threat"
FIFA malitere nyocha n'ime ihe mberede 'Mkpịsị aka etiti' Alli,FIFA Begin Probe Into Alli ‘Middle Finger’ Incident
Ezenwa Ihe m mere mgbe Rohr gwachara m na m ga-amalite megide Cameroon,Ezenwa: My Reaction After Rohr Told Me I Would Start Against Cameroon
Aluko: Otu akụkọ akụkọ Man United Stam ji rapa m ka m gụọ,Aluko: How Man United Legend Stam Lured Me To Reading
Bosso dọrọ ndị Super Eagles aka na ntị: Zenarị ntụkwasị obi karịrị nke Zambia,Bosso Warns Super Eagles: Avoid Overconfidence Vs Zambia
Mkpebi iri asatọ kacha akpata esemokwu nke ọrụ Ref Lamptey onye Ghana amachibidoro,Top 8 Most Controversial Decisions Of Banned Ghanaian Ref Lamptey’s Career
"Wenger: Cazorla nwere ike ịlaghachi na Jenụwarị, Wilshere Stronger, Achọrọ m Mbappe","Wenger: Cazorla Could Return In January, Wilshere Stronger, I Wanted Mbappe"
"Zidane: Cristiano Ronaldo sitere na mbara ala ọzọ, ọ bụ onye ọkpụkpọ kacha mma n'ụwa","Zidane: Cristiano Ronaldo Is From Another Planet, He’s World’s Best Player"
Ballack: PSG na-emefu n'efu ka erubeghị n'ọkwa Real Madrid,Ballack: Free-spending PSG Not Yet At Real Madrid’s Level
Ndị Zambia na-atụ anya ịma ụlọikwuu na Europe maka ọgụ Super Eagles,Zambia Plan To Camp In Europe For Super Eagles Clash
Pinnick: A ga m eme Abraham ka ọ si England gaa Nigeria,Pinnick: I’ll Get Abraham To Switch From England To Nigeria
Klọb EPL votu maka mmechi mbido mbufe,EPL Clubs Vote For Early Closure Of Transfer Window
Kalu Uche sonyeere klọb Indian Delhi Dynamos,Kalu Uche Joins Indian Club Delhi Dynamos
Onye bụbu Captain Arsenal gbawara: Wenger enweghị ihe ọ ga-enye Gunners,Ex-Arsenal Captain Blasts: Wenger Has Nothing To Offer Gunners
Ọhụrụ Super Eagle Ola Aina: Ihe mere m ji họpụta Naijiria n'ihu England,New Super Eagle Ola Aina: Why I Chose Nigeria Ahead Of England
FIFA Order Replay nke South Africa Vs Senegal iru eru Iko Mbaụwa,FIFA Order Replay Of South Africa Vs Senegal World Cup Qualifier
Iko WAFU: Ex-NPFL Hotshot Aneke Ndụmọdụ Okpotu Ka Ọ Na-enwu Maka Nigeria Na Odey Na-anọghị,WAFU Cup: Ex-NPFL Hotshot Aneke Tips Okpotu To Shine For Nigeria In Odey’s Absence
Onye isi oche UEFA kwadoro windo mbufe Shortening,UEFA President Backs Shortening Transfer Window
Tomori: Aina mere ka m kwenye ịbanye na Hull City,Tomori: Aina Convinced Me To Join Hull City
Broos: Ka Super Eagles ga-esi nweta mmeri n'Iko Mbaụwa nke 2018,Broos: How Super Eagles Can Succeed At 2018 World Cup
Ntozu W/Cup: Hero Partey nke Ghana bụ egwuregwu CAF Matchday-4 MVP,W/Cup Qualifiers: Ghana’s Hat Trick Hero Partey Is CAF Matchday-4 MVP
Nyirenda: Chipolopolo nwere agwa iji tie ugo na Uyo,Nyirenda: Chipolopolo Have The Character To Beat Eagles In Uyo
"Ezenwa, Okpotu, Ali Lead Super Eagles Squad for WAFU Cup","Ezenwa, Okpotu, Ali Lead Super Eagles Squad For WAFU Cup"
Balogun kelere Moses' Back-To-Back CAF Best Eleven Feat,Balogun Hails Moses’ Back-To-Back CAF Best Eleven Feat
Mpako Cameroon na ihe anọ ndị ọzọ mere Super Eagles ji merie ọdụm enweghị ike ime,Cameroon’s Arrogance And Four Other Reasons Why Super Eagles Prevailed Over The Indomitable Lions
"Balogun, Moses, Mane, Sunzu nke Zambia Mee ndị ruru eru nke Iko Mbaụwa kacha XI","Balogun, Moses, Mane, Zambia’s Sunzu Make World Cup Qualifiers Best XI"
Rohr: Super Eagles enweghị ike imeri 'Strong' Zambia,Rohr: Super Eagles Cannot Afford To Underrate ‘Strong’ Zambia
Nyocha: Kedu ka mmeri Zambia 1-0 si na Algeria si metụta olile anya iko mba ụwa nke Nigeria?,Analysis: How Does Zambia’s 1-0 Away Win In Algeria Affect Nigeria’s World Cup Hopes?
"Mikel ekwela AFCON, iko mba ụwa, wepụrụ okwu ezumike nka","Mikel Makes AFCON, World Cup Pledge, Dismisses Retirement Talk"
Ugbade: Zambia enweghị ike ịkwụsị nrọ ugo mba ụwa,Ugbade: Zambia Can’t Stop Eagles’ World Cup Dreams
Akụkọ akụkọ Zambia Kalusha: na-atụ anya ihe ịtụnanya na asọmpi Iko Mbaụwa nke CAF 2018,Zambia Legend Kalusha: Expect Surprises In CAF 2018 World Cup Qualifiers
Zambia stun Algeria na-aga imechi oghere na Super Eagles,Zambia Stun Algeria Away To Close Gap On Super Eagles
Ụzọ asaa sitere na ọdụm Vs Super Eagles Yaounde Clash,Seven Takeaways From Lions Vs Super Eagles Yaounde Clash
Ntozu W/Cup: Ugo 2019 ndị iro AFCON South Africa meriri n'ụlọ ha na Cape Verde.,W/Cup Qualifier: Eagles 2019 AFCON Foes South Africa Lose At Home To Cape Verde
"NFF na-akwụ Super Eagles ego zuru oke, na-amalite nkwadebe maka ọgụ Zambia","NFF Pays Super Eagles Full Bonus, Begins Preparations For Zambia‎ Clash"
"2018 W/Cup Qualifier: Ghana Thrash Congo, Chekwaa Nke Mbụ E Mmeri","2018 W/Cup Qualifier: Ghana Thrash Congo, Secure First Group E Win"
